,passage,summary
78,"  “취재차 최성해 동양대 총장에게 전화를 걸었다”는 유 이사장에게 진 전 교수가 “취재가 아닌 회유”라고 하며 설전이 시작됐다.,  유 이사장이 “자기 자신의 논리적 사고력이 10년 전과 비교해 얼마나 감퇴했는지 자가진단해봤으면 한다”라고 하자 진 전 교수는 “이 분(유 이사장), 60 넘으셨죠?”라고 맞섰다.,  지난 1일 JTBC 신년토론에선 “너무 먼 길을 가고 있다”(진중권), “저는 똑같이 하는데 진 교수가 이상한 데로 간 것”(유시민)이라고 했다.,  민주당의 한 의원은 “오랜 시간 이어진 둘의 ‘비판적 공존’ 관계가 깨져 이제는 감정의 골이 회복하기 어려울 정도로 깊어진 것 같다”고 말했다.,    민주당 ""최대한 피하고 싶다"" 진 전 교수는 최근 문 대통령 지지자들도 맹비난 중이다.,  지난 2일 페이스북 게시글에선 일명 ‘문빠(문 대통령 열혈 지지자)’를 ‘집단 속 승냥이’에 비유했다.,  “생각하는 것을 남에게 맡겨놔서 집단을 떠나면 아예 자기 생각을 못 한다”고 했다.,  또 공개토론을 제안하며 “나는 준비돼 있다.,  그럴 용기 없으면 찌질함을 깨닫고 알아서 주체적으로 찌그러지라”고 했다.,    진 전 교수의 전면 공세에 민주당 의원 일부는 공개적으로 비판했다.,  이종걸 의원은 “자신이 얼마나 추락했는지 모르는 것 같다.,  아무런 지적·공동체적 자극이 없이 거짓말쟁이 총장의 배려에 그저 감사하면서 순응하다 보면 심각한 지적 퇴행이 일어나나 보다”(3일 페이스북 게시글)라고 말했다.,  또 진 전 교수가 민주당 지지자들에게 토론 신청을 한 것을 두고 “드디어는 누구든지 맞짱 뜨자고 시비를 걸면서 행패를 부리는 단계에 이르렀다”고도 했다.,  다른 민주당·정의당 의원들은 “진 전 교수가 변해도 한참 변했다”는 의견과 “원래 그런 사람이었다”는 평가가 엇갈린다.,  한 민주당 의원은 진 전 교수를 ‘투견’에 비유하며 “최대한 피하고 싶다”라고도 했다.,  그는 “온라인에서 유명한 분이고 주목받아온 시간이 길어 사람들의 공격을 받는다고 생각했는데, 최근엔 자기가 먼저 싸움을 걸고 다니는 투견과 다를 바 없이 됐다”고 말했다.,  ""진중권은 진중권일 뿐"" 그러나 진 전 교수가 변한 게 없다는 의견도 있다.,  진 전 교수의 정체성이 애당초 ‘신랄한 비판자’ 캐릭터였다는 것이다.,  정의당 관계자는 “진 교수는 늘 할 말은 다 하는 사람이었고, 자기의 논리적 관점에 어긋나는 공격엔 불같이 달려드는 사람이었다”며 ""10년 넘는 기간 동안 진중권의 공격대상은 당파성이나 진영논리완 무관했기 때문에 정의당 탈당이나 친문 세력에 대한 공격을 두고 '변했다'고 할 순 없다""고 말했다., ",진 전 교수가 문 대통령 지지자들을 거세게 비난하는 것에 대해 다른 의원들의 평가가 엇갈리지만 정의당 관계자는 진 교수의 행동에 대해 변했다고 할 순 없다고 말했다.
79,"   국방부 관계자는 “2020년 미래 병사는 당시 기술 개발 동향을 검토한 뒤 제시한 미래상”이라며 “개발 목표라기보다는 나아갈 길을 제시하는 수준”이라고 말했다.,  그러나 문형철 육군 자문위원은 “국방부와 ADD는 당시 미국 육군의 '랜드 워리어(Land Warrior)'나 '퓨처 워리어(Future Warrior)'와 같은 미래 전투 체계 개발 사업을 상당히 따라 했다”며 “미국에서도 이들 사업을 그만두거나 목표치를 낮춰 추진하고 있다”고 말했다.,    대신 육군은 미래 병사의 대안으로 ‘워리어 플랫폼(Warrior Platform)’을 추진하고 있다.,  워리어 플랫폼은 개인 전투원의 전투력을 최고도로 발휘하도록 전투복과 장구류를 개선한 뒤 나중에 하나로 통합한 전투체계다.,  미래 병사보다는 소박한 편이다.,  2026년 이후 미래 병사와 비슷한 체계를 내놓는 게 육군의 바람이다.,    ""2012년 8월까지 견마 로봇 나온다"" 이처럼 계획상 2020년대에 나와야 했지만, 결국은 나오지도 못한 무기ㆍ무기체계가 꽤 있다.,  눈이 너무 높았거나, 기술이 아직 모자라거나, 가격이 너무 비쌌기 때문이다.,   2006년 국방부는 2012년까지 전방 철색선을 초병 대신 로봇이 지킨다는 계획을 세웠다.,  열화상추적장치ㆍ적외선추적장치 등 첨단 장비를 탑재한 로봇이 경계를 서다 적을 발견하면 경고를 하고 암구호를 묻는다는 개념이다.,  필요하면 기관총을 발사해 적을 제압할 수도 있다.,   국방부는 또 2012년 8월까지 6년 동안 예산 334억원을 투자해 ‘견마(犬馬) 로봇’을 만든다고 발표했다.,  병사 대신 위험 지역에 들어가거나 지뢰를 탐지 또는 군수 물자를 나르는 임무를 맡는 로봇이었다.,  시가지 전투에 투입한다는 무인전투 체계 개발이 포함했다.,  2013∼2020년 기간에 1∼2단계로 나눠 추진한다는 장기 계획도 내놓았다.,   하지만 2012년을 훌쩍 넘겼지만 꿈꿨던 수준에 도달하진 못했다.,  현재 비무장지대(DMZ)에 설치한 과학화 경계시스템은 센서로 침입을 탐지하고 영상장비로 원격 감시하는 수준에 그친다.,  로봇이 경계를 서면서 능동적으로 탐지하고 암구호를 묻겠다던 원래 계획과는 거리가 크다.,  무인 전투체계도 아직 실전에서 볼 수 없다.,  견마 로봇은 아직 실전에 투입하지 못했다.,  지난해 6월 한국과학기술연구원(KIST)에서 열린 ‘2019년 1차 코리아 매드 사이언티스트 콘퍼런스’에서 개발 중인 견마 로봇이 등장했지만, 아직 완성 단계는 아니었다., ",국방부는 전방 철색선을 첨단 장비를 탑재한 로봇이 경계를 서다 적을 발견하면 경고하고 암구호를 묻는 계획을 세웠었지만 센서로 침입 탐지하고 원격 감시하는 수준에 그쳤다.
80,"① 100년 전 달력의 새해 메시지 새해가 밝았다.,  새해 첫 달력을 펼친다.,  대한민국 달력으로 올해는 2020년, 아라비아 숫자 0과 2가 사이좋게 두 개씩 들어간 조합이다.,  이 조합이 들어간 달력이 처음 나온 해는 18년 전, 그러니까 한일 월드컵이 있었던 2002년이었다.,  이 조합이 들어간 달력이 다시 나올 해는 180년 후, 그 해 2200년에는 과연 어떤 일이 기다리고 있을까.,  대한민국 달력은 100년 전에도 있었다.,  대한민국 임시정부 학무부는 임시정부 수립 후 첫 번째 새해가 되는 1920년을 앞두고 대한민력(大韓民曆)이라는 달력을 제작했다.,  북간도 화룡현 명동학교 건축기 뒷면에서 처음 실물이 발견된 이 달력을 통해 대한민국이라는 국가공동체를 만들고자 했던 임시정부의 노력을 엿볼 수 있다.,  북간도 한인 교민사회는 대한민국의 상징으로 대한민력을 공유하는 달력 공동체의 중요한 일원이었다.,  대한민력 상단에는 흥미로운 그림이 있다.,  대한민국 기병과 보병이 독립문을 지나 행진하고 있고 길가에는 환호하는 인파로 가득하다.,  독립문에 두 태극기가 각각 좌우를 향해 걸려 있어 이날이 경축일임을 알려 준다.,  이 그림의 좌우 양단에는 각각 태극기가 그려져 있는데, 우측 태극기 아래에는 ‘독립’ 두 글자가, 좌측 태극기 아래에는 ‘만세’ 두 글자가 적혀 있다.,  다시 ‘독립’ 두 글자 아래에는 ‘개천절’(음력 10월 3일)과 ‘독립선언일’(3월 1일)이, ‘만세’ 두 글자 아래에는 ‘중화민국 9년’과 ‘서력 1920년’이 기입돼 있다.,  물론 전체 그림 위에는 ‘대한민국 2년’이 표시돼 있다.,   북간도 명동학교 건축기 뒷면에서 발견 그림의 메시지는 명확하다.,  행진하는 대한민국 군대를 향해 독립문 주변에서 한인이 독립 만세를 외치고 있다.,  일본의 식민 지배에서 완전히 해방된 감격의 그 날을 표상하고 있다.,  그 날이 언제가 될지 예측할 수는 없었을 것이다.,  하지만 ‘대한민국 2년’ 안에 맞이해야 할 그 날이 되어야 한다는 의지가 드러나 있다.,  어쩌면 돌아오는 ‘독립선언일’이 감격의 그 날이 될 수 있을까? 독립선언일이란 글자 그대로 독립을 선언한 날, 곧 미국의 ‘Independence Day’ 같은 날.,  독립을 선언한 미국이 독립전쟁으로 식민 지배에서 벗어나 독립국이 됐듯이 대한민국 역시 미국의 길을 걸어 불원간 독립국이 된다면? 1919년 4월 재미 한인이 미국 독립 선언의 성소 필라델피아에서 독립을 선언하고 시가행진을 벌인 데에는 깊은 뜻이 있었다., ",북간도의 명동학교에서 발견된 임시정부가 제작한 대한민력에는 대한민국 병사들이 독립문을 행진하고 인파들이 환호하며 식민 지배에서 해방된 날을 표상하는 그림이 돋보인다.
81," 정의선 현대차그룹 수석부회장이 스타트업 창업가의 도전 정신을 임직원에게 강조했다.,  2일 서울 양재동 현대차그룹 본사에서 열린 신년회에서 정 수석부회장은 “거대한 조직의 단순한 일원이 아니라 여러분 한 분, 한 분 모두가 스타트업의 창업가와 같은 마인드로 창의적 사고와 도전적 실행을 해주기 바란다”고 당부했다.,  전기차·자율주행차 등 다각화하는 미래 자동차 시장에서 주도권을 갖기 위해 발상의 전환을 주문한 것으로 해석된다.,   정 수석부회장은 이날 신년사에서 “올해는 2000년 현대차그룹으로 출발한지 20주년이 되는 뜻깊은 해”라며 “미래 시장에 대한 리더십 확보의 원년으로 삼고자 한다”고 밝혔다.,  이어 “그룹 총투자를 연간 20조원 규모로 크게 확대하고, 향후 5년간 총 100조원 이상을 투자할 계획”이라는 청사진을 내놨다.,   전동화 시장 리더십을 확고히 하기 위해 2025년까지 11개 전기차 전용 모델을 포함해 총 44개의 전동화 차량을 운영할 계획이다.,   모빌리티 사업 미·유럽·아시아에 법인 설립현대차그룹이 세계 최고 수준의 기술을 보유한 수소 전기차의 경우 올해부터는 차량뿐 아니라 연료전지시스템 판매를 본격화한다.,  자율주행 분야는 미국 앱티브사와 설립한 현지 합작법인을 통해 2023년 상용화를 추진한다.,  빠르게 확대하고 있는 모빌리티 역시 미국·유럽·아시아에 법인을 설립해 올해부터 본격적으로 사업을 펼친다.,   정 수석부회장은 지난해 신년회에 데뷔했다.,  당시 완성차 생산 목표를 내놓지 않아 이목을 끌었다.,  올해 신년사에서도 완성차 목표 언급은 없었다.,  정 수석부회장은 “사업 전반에 걸쳐 체질 개선을 계속 추진하겠다”며 “불필요한 낭비 요소를 제거하고, 보다 근본적인 원가 혁신 활동을 추진할 계획”이라고 말했다.,  이어 “특히 완성차 사업은 권역별 책임 경영을 바탕으로, 수익성 중심의 사업운영 체제를 확립해야 한다”고 주문했다.,  사업 포트폴리오를 최적화하고 그룹의 밸류체인을 혁신하는 작업을 지속하겠다는 설명도 덧붙였다.,   아울러 “자동차 기반의 혁신과 더불어 로봇·도심 항공 모빌리티(UAM)·스마트시티 같은 영역의 기술개발과 사업도 추진할 것”이라며 “외부의 다양한 역량을 수용하는 개방형 혁신을 위해 기술과 비전, 인재가 있는 곳이라면 전 세계 어디라도 달려갈 것”이라고 밝혔다., 올해로 두 번째 신년회를 주재한 정 수석부회장은 지난해에 비해 한층 여유롭고 자신감 넘치는 모습이었다., ",여유롭고 자신감 넘치는 모습의 정 수석부회장은 신년회에서 스타트업 창업가와 같은 마인드로 도전적 실행과 창의적 사고를 임직원에게 강조했다.
82,"도널드 트럼프 미국 대통령은 소문난 골프 애호가다.,  2020년 새해 첫날에도 그는 골프장에 있었다.,  골프를 얼마나 좋아하는지는 지난해 골프장을 찾은 횟수만 봐도 알 수 있다.,  지난 연말 CNN이 발표한 ‘지난해 트럼프 대통령의 일정과 활동’ 분석 결과에 따르면 최소 86일을 골프장에서 보냈다.,  평균 5일에 한 번 꼴이다.,  트럼프 대통령은 지난해 초 연방정부의 일시 업무중지(셧다운)로 1월 25일에야 공식적으로 근무를 시작했다.,  그 이후로 틈날 때마다 골프장에서 시간을 보냈다.,  트럼프 대통령이 지난해 찾은 골프장은 자신이 미국, 아일랜드에 소유한 골프장으로 나타났다.,  대통령이 되기 전 사업가였던 트럼프 대통령은 골프장 18개를 소유했다.,  지난 연말과 새해 첫날, 트럼프 대통령은 자신이 소유한 플로리다주 마라라고 리조트에서 겨울 휴가를 보냈다.,  틈틈이 리조트 인근 트럼프 인터내셔널 골프클럽에서 골프를 쳤다.,  지난달 29일 미군이 이라크·시리아 국경 지역을 공습했을 때도, 골프장에서 골프를 쳤다는 보도가 있었다.,  트럼프 대통령은 “가짜 뉴스”라며 부인했다.,  미국 대통령의 골프 사랑은 남다르다.,  다른 사람의 방해를 받지 않으면서, 국정 운영 도중 생긴 스트레스를 풀기에 좋은 스포츠가 골프라서다.,  최근 100년간 재임했던 18명의 미국 대통령 중 15명이 골프를 쳤다.,  28대 우드로 윌슨 대통령은 재임 기간 8년간 1200회 이상 골프를 쳤다고 전해진다.,  34대 드와이트 아이젠하워 대통령도 재임 중 800회가량 라운딩을 했다.,  2005년 골프 관련 저서를 펴내면서 “골프는 게임 그 이상이다.,  열정이 있다”고 예찬론을 폈던 트럼프 대통령은 윌슨과 아이젠하워의 뒤를 이을 만하다.,  트럼프 대통령은 2017년 1월 대통령 취임 이후 3년간 252차례 골프장을 찾았다.,  CNN은 “트럼프는 대통령 후보 시절, 전임 오바마 대통령을 두고 골프를 많이 쳤다고 비판했다.,  그러나 오바마 대통령은 재임 8년간 333번 골프장을 갔다”고 보도했다.,  트럼프 대통령이 함께 골프를 치는 파트너는 핵심 측근인 린지 그레이엄 미 공화당 상원의원이다.,  15차례로 가장 많았다.,  트럼프 대통령은 이번 연말 휴가에도 그레이엄 의원과 함께 골프를 쳤다.,  해외 지도자 가운데는 아베 신조 일본 총리와 5차례 동반 라운딩을 했다.,  트럼프 대통령은 잭 니클라우스, 더스틴 존슨과도 세 차례씩 라운딩하는 등 운동선수와 33차례 함께 골프를 쳤다., ",새해 첫날에도 골프장에 있을 정도로 소문난 골프 애호가인 트럼프 미국 대통령은국정 운영 중 생긴 스트레스를 풀기 위해 평균 5일에 한 번씩 골프장에 갔다.
83," 본선에서 트럼프에 패할 수 있다는 우려 때문이다.,  지지율 3위: 엘리자베스 워런 ◈강점◈ 워런은 지난해 하반기 최고 관심 후보였다.,  지난해 10월 아이오와주와 뉴햄프셔주에서 여론조사 선두를 달렸다.,  몇몇 전국 단위 여론조사에서는 바이든을 누르고 1위에 오르기도 했다.,  같은 진보 노선을 걷는 샌더스가 심근경색으로 쓰러져 치료를 받은 영향이 컸다.,   지난해 돌풍의 요인은 트럼프의 대척점에 선 정치적 입장과 정치인으로서 신선한 이미지였다.,  트럼프식 정치에 지친 유권자들은 워런이 새로운 대안이 될 수 있을지 관심을 갖기 시작했다.,  특히 고학력 백인의 지지가 컸다.,   아이오와주에서 지지층이 두껍고 지지율도 높다.,  여세를 몰아 뉴햄프셔주에서 좋은 성적을 거둔 뒤 '슈퍼 화요일' 경선 주이자 고향인 매사추세츠주에도 깃발을 꽂으면 대선을 향한 길이 활짝 열릴 수 있다.,  화제성에서 2위를 달리고 있다.,  ◈약점◈ 일련의 정책 공약을 발표하면서 지나치게 왼쪽으로 치우쳤다는 평가를 받는다.,  전 국민 의료보험 공약은 재원 마련 방법에 대한 비판이 쏟아지자 대통령 임기 3년 차 이전에는 추진하지 않겠다고 한발 물러서야 했다.,   이 과정에서 일부 지지층이 부티지지 쪽으로 옮겨갔다는 분석이 있다.,  부티지지와 고학력 백인 유권자를 놓고 경쟁하는 구도다.,  샌더스와는 급진 좌파 성향 유권자를 놓고 다투고 있다.,  지난해 7월 RCP 조사 1위에서 올해 3위로 내려앉았다.,  두각을 나타내자 그에 대한 검증이 본격화했기 때문이다.,  경쟁자의 공격도 거세졌다.,  지지율 4위: 피트 부티지지  ◈강점◈좀처럼 흥행이 안 되는 이번 대선에서 '신선함'을 담당한 후보다.,  올해 38세로 혁신적 이미지 구축에 성공했다.,  미 중서부 인디애나주의 작은 도시인 사우스밴드 시장에서 일약 민주당 후보 빅4로 발돋움했다.,  떠오르는 혜성이다.,  언론을 통해 다방면의 깊은 조예와 풍부한 학식을 보여주며 고학력 백인 유권자의 지지를 확보했다.,  하버드대와 옥스퍼드대를 졸업한 뒤 맥킨지에서 경영 컨설턴트로 일했다.,   정치적 입장과 성향은 중도를 지향한다.,  한마디로 '젊고 에너지 넘치는 바이든'이다.,  29세에 사우스밴드 시장에 당선돼 33세에 재선됐다.,  바이든의 약점인 '고령'은 극복했지만, 강점인 '경험'은 부족한 것으로 평가받는다.,   미국 주요 정당 대선 후보 가운데 처음으로 커밍아웃한 후보다., ",워런은 샌더스가 심근경색으로 쓰러진 영향과 트럼프의 대척점에 선 신선한 이미지의 정치인으로 아이오와주 등에서의 여론조사에서 바이든을 누르기도 한 하반기 최고 관심 후보였다.
84,"올해 4월 치러지는 총선 예비후보로 지난 12월 말 기준 여야 현역 의원 8명이 등록을 마친 것으로 나타났다.,  통상 정치 신인이 지역구에 얼굴을 일찍 알리는 이점을 활용하기 위해 조기에 예비후보로 등록하지만 굳이 서두를 필요가 없는 현역 의원은 늦추는 게 관례다.,  하지만 이들 현역 8명은 일찌감치 예비후보 명단에 이름을 올려놓고 본격적인 선거운동에 돌입했다.,  1일 중앙선거관리위원회에 따르면, 지난해 12월 31일 기준 예비후보 명부에 등록된 현역 의원은 민주당 심재권·신창현·박경미·전재수·박재호·최인호 의원, 자유한국당 윤종필 의원, 대안신당 천정배 의원 등 총 8명이다.,  이들은 새로 연 선거사무소 앞에 '기호 ◇번 예비후보 OOO'라고 적힌 대형 현수막을 내걸기도 하고 연말연시 유동인구가 많은 곳에서 유권자들에게 명함을 돌리며 눈도장을 찍고 있다.,  예비후보로 등록하면 ▶선거사무소 설치 ▶선거운동용 명함 배부 ▶어깨띠·표지물 착용 ▶전화 지지 호소 ▶예비후보자 홍보물 발송 등의 선거운동을 할 수 있다.,  이때문에 유권자 접촉이 급한 정치 신인들은 예비후보 등록을 서두르는 경우가 많다.,  하지만 현역 의원이 예비후보에 조기 등록하는 건 드문 일이다.,  민주당 한 의원은 ""연말연시 행사에 가면 축사에서 '예산 따왔다'고 홍보할 수 있지만 예비후보 등록 후에는 행사 취지에 맞는 말만 해야 해 불리할 수 있다""고 했다.,  이에 따라 상당수 현역 의원들은 이달 15일까지가 기한인 의정보고를 마치면 16일부터 예비후보 등록을 한다는 계획이다.,  8명이 '현역 프리미엄'을 내려놓고 서둘러 예비후보 등록에 나선 이유는 뭘까.,  '경쟁자 등판에 조기 총선모드'  서울 강동을이 지역구인 심재권 민주당 의원은 예비후보 등록 개시 이틀째인 지난달 18일 예비후보에 등록했다.,  16대·19대·20대 총선 때 줄곧 이 지역에서 당선된 심 의원은 이번 예비후보 등록을 통해 21대 총선 출마 의지를 분명히 했다.,  이해식 민주당 대변인도 같은 날 이 지역구에 예비후보 등록을 마쳤다.,  당내에서는 강동구청장 출신 이 대변인과 심 의원의 대결이 치열한 승부가 될 거란 전망이 많다.,  민주당 관계자는 ""심 의원이 예비후보에 등록했다는 것은 당내 경선에서부터 지역구를 반드시 사수하겠다는 뜻 아니겠느냐""고 풀이했다.,  신창현 민주당 의원은 지난달 17일 예비후보 등록을 마쳤다.,  신 의원 지역구인 경기 의왕-과천에는 신 의원을 포함해  민주당 예비후보 4명이 등록했다., ",여야 의원 8명이 일찍부터 총선 예비후보로 등록하여 본격적인 선거운동에 돌입했다.
85,"시진핑 방한과 새해 한·중관계 전망지난달 23일 베이징에서 열린 한·중 정상회담을 계기로 내년 봄 시진핑(習近平) 중국 국가주석의 방한이 가시화되고 있다.,  “시진핑 주석의 내년 상반기 방한은 확정적”이라고 청와대 관계자는 전했다.,  6년 만에 이뤄지게 될 시 주석의 방한은 고고도미사일방어체제(THAAD·사드) 배치로 촉발된 한한령(限韓令)에 공식적으로 마침표를 찍고 한·중관계를 복원하는 계기가 될 수 있을까.,  1992년 수교 이후 지난 27년간의 한·중관계를 되돌아보고 2020년 새해를 전망해 본다.,       한·중 수교 이후 지금까지의 한·중관계는 경제적 협력 관계를 중심으로 발전해 왔다.,  사드로 인해 한·중관계에 금이 가기 전까지 경제영역에서의 양자 협력은 순조로웠다.,  이로 인해 양자 간 충돌적 요소에 대한 적극적 관리가 충분하지 않았던 것도 사실이다.,  경험적으로 볼 때 한·중관계의 4대 충돌 요소는 ▶북핵 문제 ▶한미동맹 ▶한·중 비대칭관계 ▶반중·혐한 감정이다.,  북핵 문제를 어떻게 접근하느냐를 두고서는 한·중간 조율이 잘된 적도 있었지만 이견을 보인 적도 많았다.,  중국은 한미동맹에 대해 끊임없이 문제를 제기했다.,  특히 한미동맹이 북한만을 상대하는 것이 아니라  미국이 ‘중국의 부상’을 억제하는 전략의 일부분인지가 논쟁의 대상이었다.,  중국은 한국 정부가 바뀔 때마다 끊임없이 ‘확인’ 작업을 했다.,   비대칭: 누가 누구를 더 필요로 하나 비대칭 관계와 반중·혐한 정서는 가끔씩 언론의 주목을 받기는 했지만 속으로 곪은 상처처럼 그 심각성에 대한 인식은 충분하지 못했다.,  한·중관계가 평등하기보다는 중국 쪽으로 ‘운동장이 기울어진’ 비대칭관계로 서서히 바뀐 것은 격세지감을 느낄 정도로 중국의 위상이 높아짐에 따른 양자관계 변화가 저변에 깔려있다.,  1992년 수교 당시 비슷했던 양국 경제규모는 2018년 중국이 한국의 8배가 될 정도로 격차가 벌어졌다.,  한국이 중국을 필요로 하는 정도와 중국이 한국을 필요로 하는 정도 사이에 차이가 더 커진 원인이다.,  한국 대통령 특사에 대한 중국 지도자의 하대 논란이 반복되는 것도 이와 무관치 않다.,  바로잡지 않으면 ‘뉴노멀(New Normal)’로 굳어진다.,  더불어 한미동맹 문제 등 근래 한국과 주요 우방과의 관계 악화, 그리고 세계무대에서 한국의 경제 지위 하강은 중국이 생각하는 한국의 몸값을 더욱 낮게 보이게 할 수 있다., ",한·중관계가 중국 쪽으로 기울어진 비대칭관계로 바뀌면서 세계무대에서 한국의 경제 지위 하강은 중국이 한국의 몸값을 더욱 낮게 볼 수 있다.
86," 추미애(62·사법연수원 14기) 법무부 장관이 취임 일성으로 “검찰개혁의 성공적 완수를 위해서 줄탁동시(啐啄同時)가 이뤄져야 할 것”이라며 검찰 내부의 자발적 쇄신을 주문했다., 추 장관은 10분 남짓한 취임사에서 “뿌리부터 바꿔내는 ‘개혁의 마중물’이 되어야 한다”고도 언급하는 등 ‘개혁’이라는 단어를 총 17번 반복하며 강도 높은 검찰개혁을 예고했다.,    줄탁동시는   추 장관은 ‘검찰의 안과 밖에서 개혁을 향한 결단과 호응이 병행되는 줄탁동시’를 검찰개혁 성공을 위한 전제로 들었다.,  줄탁동시는 병아리가 알에서 깨어나기 위해서는 어미 닭이 밖에서 쪼고 병아리가 안에서 쪼며 서로 도와야 한다는 뜻이다.,    이를 설명하기 위해 대본에 없는 멘트를 즉석으로 덧붙이기도 했다.,  추 장관은 “밖에서 알을 깨려고 하는 사람은 국민”이고 “안에서 알껍질을 깨고 나오려는 사람은 검찰 조직이 아니라 개개 검사들”이라고 강조했다.,    검찰개혁 동반자 주문… 왜? 또 준비된 대본에는 없었지만 “검찰을 개혁의 대상으로만 치부하지 않고 한 분 한 분을 진심으로 개혁의 동반자로 삼겠다”고 힘주어 말했다.,  당장 내주부터 검찰 고위직에 대한 인사가 대거 단행될 것이라는 관측이 나오면서 걷잡을 수 없는 검찰 내부 반발이 예상되자 이를 염두에 두고 든 비유 아니냐는 해석이 나온다.,    특히 검찰 ‘조직’이 아니라 ‘개별검사’의 의지를 강조한 대목이 검사들에게 조직 논리에 매몰되지 말라고 지시한 것이라는 분석이 나왔다.,  '윤석열 사단' 대거 참석 이날 취임식에는 윤석열 검찰총장의 최측근을 비롯한 검사장급 간부들도 대거 참석했다.,  대검에서만 강남일 대검 차장, 이원석 대검 기조부장, 박찬호 대검 공안부장, 조상준 대검 형사부장, 이두봉 대검 과수부장, 한동훈 대검 반부패부장 등 8명의 간부가 참석했다.,     배성범 서울중앙지검장, 조남관 서울동부지검장 등 서울·수도권 재경지검 검사장들도 다수 참석했다.,  '조국 장관 가족 수사', '유재수 감찰 무마 의혹 수사', '청와대 선거 개입 의혹 수사' 등 청와대와 친여권을 겨눈 수사를 이끌고 있는 검찰 간부들이 모두 참석한 것이다.,  취임식이 끝난 뒤에는 추 장관이 직접 객석을 찾아 악수도 건넸다.,   조국(55) 전 장관 취임 당시 법무부 소속이 아닌 검찰 측 검사장 인사는 김영대 서울고검장이 유일했던 것과 사뭇 대조적인 광경이다.,  당시 다수의 검찰 간부들은 조 전 장관과 가족 수사를 지휘하고 있다는 이유로 빠졌다고 한다., ",취임사에서 강도 높은 검찰개혁을 예고한 추 장관은 검찰 내부의 자발적 쇄신을 주문하며 줄탁동시가 이뤄져야 할 것이라고 말했다.
87,"새해 재테크 전망은 그리 밝지만은 않다.,  미국과 중국의 무역분쟁과 미국 대선, 홍콩 시위 사태, 북핵 문제 등 대외 불확실성이 여전해서다.,  어떤 재테크 전략을 세워야 연말에 지갑이 두둑해질까.,  은행·증권사의 베테랑 프라이빗 뱅커(PB) 다섯 명에게 물어봤다.,  이들은 올해 국내 증시가 상반기엔 높고 하반기엔 낮은 흐름(상고하저)이 예상되는 만큼 연초엔 위험자산, 하반기엔 안전자산을 담는 투자 전략을 제시했다.,  ①정보기술(IT) 주식=주력 산업인 반도체 업황이 바닥을 쳤다는 기대감이 커지고 있다.,  증권가와 IT 업계에선 5세대(5G) 이동통신의 보급이 본격화하면서 D램 가격이 오를 수 있다는 전망이 나온다.,  반도체 시장조사업체인 D램익스체인지에 따르면 D램 현물 가격은 최근 한 달 새 10% 이상 올랐다.,  서재연 미래에셋대우 갤러리아WM 상무는 “새해 증시는 국내 IT주에서 투자 기회를 찾을 만하다”고 말했다.,  김현섭 국민은행 도곡스타PB센터 팀장은 “외국인이 많이 사는 삼성전자나 SK하이닉스 주가는 좀 더 올라갈 여지가 있다”고 설명했다.,  ②리츠(REITs)=자금을 모아 부동산에 투자하고 여기서 나오는 임대 수익 등을 투자자들에게 나눠주는 상품이다.,  투자자들은 3개월에서 1년 단위로 배당금을 받는다.,  배당 수익률은 상품에 따라 다르지만 대체로 연 5% 안팎이다.,  만일 투자한 부동산에 문제가 생기면 수익률이 예상보다 낮아지거나 원금 손실이 생길 수도 있다.,  김진여 NH투자증권 프리미어블루 강남센터장은 “저금리 상황에서 리츠는 배당 매력이 있는 상품이라 수요가 많을 것”이라고 말했다.,  미국 등 해외 리츠도 관심을 가질 만하다고 PB들은 평가한다.,  ③주가연계증권(ELS)=중위험·중수익 상품이다.,  주가지수나 개별 종목 같은 ‘기초자산’ 가격이 미리 정한 범위를 유지하면 연 5% 안팎의 수익을 낼 수 있다.,  그 범위를 이탈하면 손실이 난다.,  PB들은 개별 종목보다는 코스피나 미국 S&P 500지수를 기초자산으로 한 상품을 추천했다.,  유성옥 신한은행 신한PWM서초센터 팀장은 “S&P 500지수 등이 가입 시점보다 40~50% 떨어지지 않으면 수익을 보는 구조”라고 말했다.,  오는 11월 미국 대선 등으로 증시의 변동성이 커지더라도 주가가 급락할 가능성은 크지 않다는 판단이다.,  ④달러=달러는 안전자산의 대표 격이다.,  무역갈등이 세계 경제를 짓누르면 달러 가치는 올라간다., ",반도체 업황에 기대감이 커지며 증권가와 IT 업계에선 D램 가격이 오를 수 있다는 전망이 나오는 가운데 김 팀장은 삼성전자나 SK하이닉스 주가는 올라갈 여지가 있다고 설명했다.
